"","VALP","BLD_label","BDSP","JWMNP","JWTR_label"
"20596",350000,"3-4 Apartments",2,40,"Car, truck, or van"
"20597",350000,"3-4 Apartments",2,25,"Car, truck, or van"
"20598",560000,"One-family house detached",3,5,"Car, truck, or van"
"20599",125000,"One-family house detached",4,10,"Car, truck, or van"
"20600",450000,"One-family house detached",3,20,"Car, truck, or van"
"20601",450000,"One-family house detached",3,20,"Car, truck, or van"
"20602",450000,"One-family house detached",3,20,"Car, truck, or van"
"20603",435000,"One-family house detached",3,10,"Car, truck, or van"
"20604",4e+05,"One-family house detached",4,10,"Car, truck, or van"
"20605",4e+05,"One-family house detached",4,10,"Car, truck, or van"
"20606",385000,"One-family house detached",3,75,"Car, truck, or van"
"20607",3e+05,"One-family house detached",4,30,"Car, truck, or van"
"20608",425000,"One-family house detached",4,60,"Car, truck, or van"
"20609",425000,"One-family house detached",4,144,"Car, truck, or van"
"20610",320000,"One-family house detached",4,15,"Car, truck, or van"
"20611",475000,"One-family house detached",3,12,"Car, truck, or van"
"20612",850000,"One-family house detached",4,10,"Car, truck, or van"
"20613",3e+05,"One-family house detached",3,40,"Bicycle"
"20614",3e+05,"One-family house detached",3,20,"Subway or elevated"
"20615",3e+05,"One-family house detached",3,40,"Car, truck, or van"
"20616",440000,"One-family house detached",3,60,"Car, truck, or van"
"20617",1200000,"One-family house detached",4,20,"Car, truck, or van"
"20618",1200000,"One-family house detached",4,60,"Railroad"
"20619",345000,"One-family house detached",3,16,"Car, truck, or van"
"20620",477000,"One-family house detached",4,15,"Car, truck, or van"
"20621",5e+05,"One-family house detached",3,15,"Car, truck, or van"
"20622",250000,"One-family house detached",3,45,"Car, truck, or van"
"20623",2e+05,"2 Apartments",1,10,"Car, truck, or van"
"20624",650000,"One-family house detached",4,15,"Car, truck, or van"
"20625",650000,"One-family house detached",4,10,"Car, truck, or van"
"20626",575000,"One-family house detached",5,15,"Bus or trolley bus"
"20627",575000,"One-family house detached",5,5,"Walked"
"20628",575000,"One-family house detached",5,15,"Walked"
"20629",2300,"3-4 Apartments",2,30,"Car, truck, or van"
"20630",3e+05,"One-family house detached",2,45,"Car, truck, or van"
"20631",3e+05,"One-family house detached",2,45,"Car, truck, or van"
"20632",180000,"One-family house detached",3,10,"Car, truck, or van"
"20633",325000,"One-family house detached",4,45,"Car, truck, or van"
"20634",4e+05,"One-family house detached",3,50,"Car, truck, or van"
"20635",4e+05,"One-family house detached",3,15,"Car, truck, or van"
"20636",290000,"2 Apartments",4,10,"Car, truck, or van"
"20637",9e+05,"One-family house detached",4,90,"Car, truck, or van"
"20638",9e+05,"One-family house detached",4,144,"Other method"
"20639",6e+05,"One-family house detached",4,35,"Car, truck, or van"
"20640",6e+05,"One-family house detached",4,50,"Car, truck, or van"
"20641",250000,"One-family house detached",2,30,"Car, truck, or van"
"20642",415000,"One-family house detached",4,20,"Car, truck, or van"
"20643",350000,"One-family house detached",2,35,"Car, truck, or van"
"20644",350000,"One-family house detached",2,25,"Car, truck, or van"
"20645",344000,"One-family house detached",2,24,"Car, truck, or van"
"20646",344000,"One-family house detached",2,10,"Car, truck, or van"
"20647",8e+05,"One-family house detached",4,15,"Car, truck, or van"
"20648",8e+05,"One-family house detached",4,5,"Car, truck, or van"
"20649",650000,"5-9 Apartments",2,10,"Car, truck, or van"
"20650",650000,"5-9 Apartments",2,30,"Car, truck, or van"
"20651",4e+05,"One-family house detached",4,10,"Car, truck, or van"
"20652",4e+05,"One-family house detached",4,10,"Car, truck, or van"
"20653",4e+05,"One-family house detached",4,45,"Car, truck, or van"
"20654",799000,"One-family house attached",3,5,"Car, truck, or van"
"20655",799000,"One-family house attached",3,35,"Car, truck, or van"
"20656",330000,"One-family house attached",4,31,"Car, truck, or van"
"20657",330000,"One-family house attached",4,75,"Car, truck, or van"
"20658",330000,"One-family house attached",4,25,"Car, truck, or van"
"20659",330000,"One-family house attached",4,30,"Car, truck, or van"
"20660",730000,"3-4 Apartments",2,40,"Car, truck, or van"
"20661",730000,"3-4 Apartments",2,40,"Car, truck, or van"
"20662",6e+05,"One-family house detached",4,20,"Car, truck, or van"
"20663",6e+05,"One-family house detached",4,20,"Car, truck, or van"
"20664",750000,"One-family house detached",4,45,"Car, truck, or van"
"20665",750000,"One-family house detached",4,7,"Car, truck, or van"
"20666",575000,"One-family house detached",5,10,"Car, truck, or van"
"20667",575000,"One-family house detached",5,10,"Car, truck, or van"
"20668",575000,"One-family house detached",5,10,"Walked"
"20669",1e+06,"One-family house detached",4,15,"Car, truck, or van"
"20670",1e+06,"One-family house detached",4,15,"Car, truck, or van"
"20671",1e+06,"One-family house detached",4,15,"Car, truck, or van"
"20672",1e+06,"One-family house detached",4,15,"Car, truck, or van"
"20673",1e+06,"One-family house detached",4,15,"Car, truck, or van"
"20674",1e+06,"One-family house detached",4,15,"Car, truck, or van"
"20675",999000,"One-family house detached",4,5,"Car, truck, or van"
"20676",999000,"One-family house detached",4,35,"Railroad"
"20677",999000,"One-family house detached",4,45,"Railroad"
"20678",3e+05,"One-family house detached",3,25,"Car, truck, or van"
"20679",3e+05,"One-family house detached",3,30,"Car, truck, or van"
"20680",7e+05,"One-family house detached",3,55,"Car, truck, or van"
"20681",7e+05,"One-family house detached",3,25,"Car, truck, or van"
"20682",2e+05,"One-family house attached",3,20,"Car, truck, or van"
"20683",7e+05,"2 Apartments",3,30,"Car, truck, or van"
"20684",6e+05,"One-family house detached",4,18,"Car, truck, or van"
"20685",6e+05,"One-family house detached",4,60,"Car, truck, or van"
"20686",360000,"One-family house detached",1,60,"Car, truck, or van"
"20687",360000,"One-family house detached",1,60,"Railroad"
"20688",5e+05,"One-family house detached",3,3,"Car, truck, or van"
"20689",5e+05,"3-4 Apartments",1,25,"Bus or trolley bus"
"20690",250000,"5-9 Apartments",2,40,"Car, truck, or van"
"20691",250000,"5-9 Apartments",2,40,"Car, truck, or van"
"20692",250000,"One-family house detached",3,15,"Car, truck, or van"
"20693",1e+05,"One-family house detached",2,50,"Walked"
"20694",4e+05,"One-family house detached",3,90,"Railroad"
"20695",250000,"One-family house attached",3,10,"Car, truck, or van"
"20696",380000,"One-family house detached",3,40,"Car, truck, or van"
"20697",380000,"One-family house detached",3,30,"Car, truck, or van"
"20698",6e+05,"One-family house detached",4,35,"Car, truck, or van"
"20699",6e+05,"One-family house detached",4,20,"Car, truck, or van"
"20700",560000,"One-family house detached",4,10,"Car, truck, or van"
"20701",560000,"One-family house detached",4,35,"Car, truck, or van"
"20702",475000,"One-family house detached",4,90,"Railroad"
"20703",260000,"One-family house detached",3,20,"Car, truck, or van"
"20704",260000,"One-family house detached",3,10,"Car, truck, or van"
"20705",280000,"3-4 Apartments",3,25,"Car, truck, or van"
"20706",450000,"One-family house detached",4,55,"Car, truck, or van"
"20707",450000,"One-family house detached",4,20,"Car, truck, or van"
"20708",740000,"One-family house detached",4,25,"Car, truck, or van"
"20709",550000,"One-family house detached",3,12,"Car, truck, or van"
"20710",550000,"One-family house detached",3,2,"Car, truck, or van"
"20711",490000,"One-family house detached",3,45,"Car, truck, or van"
"20712",345000,"One-family house detached",3,40,"Car, truck, or van"
"20713",345000,"One-family house detached",3,40,"Car, truck, or van"
"20714",103000,"20-49 Apartments",1,15,"Car, truck, or van"
"20715",103000,"20-49 Apartments",1,45,"Car, truck, or van"
"20716",1e+06,"One-family house detached",3,10,"Car, truck, or van"
"20717",1e+06,"One-family house detached",3,15,"Car, truck, or van"
"20718",1e+06,"One-family house detached",3,45,"Car, truck, or van"
"20719",1e+06,"One-family house detached",3,10,"Car, truck, or van"
"20720",325000,"One-family house detached",4,14,"Car, truck, or van"
"20721",325000,"One-family house detached",4,35,"Car, truck, or van"
"20722",350000,"One-family house detached",2,80,"Car, truck, or van"
"20723",650000,"One-family house detached",5,35,"Car, truck, or van"
"20724",650000,"One-family house detached",5,45,"Car, truck, or van"
"20725",480000,"One-family house detached",4,25,"Car, truck, or van"
"20726",95000,"One-family house attached",2,10,"Walked"
"20727",2e+05,"One-family house detached",3,30,"Car, truck, or van"
"20728",4e+05,"One-family house detached",3,50,"Car, truck, or van"
"20729",4e+05,"One-family house detached",3,50,"Car, truck, or van"
"20730",750000,"One-family house attached",2,12,"Car, truck, or van"
"20731",425000,"5-9 Apartments",1,50,"Streetcar or trolley car (carro publico in Puerto Rico)"
"20732",450000,"One-family house detached",3,45,"Car, truck, or van"
"20733",2e+05,"One-family house detached",4,10,"Car, truck, or van"
"20734",2e+05,"One-family house detached",4,60,"Car, truck, or van"
"20735",4441000,"One-family house detached",4,30,"Car, truck, or van"
"20736",350000,"One-family house detached",3,5,"Car, truck, or van"
"20737",350000,"One-family house detached",3,10,"Car, truck, or van"
"20738",8e+05,"One-family house detached",4,15,"Car, truck, or van"
"20739",8e+05,"One-family house detached",4,20,"Car, truck, or van"
"20740",8e+05,"One-family house detached",4,55,"Car, truck, or van"
"20741",8e+05,"One-family house detached",4,90,"Subway or elevated"
"20742",4e+05,"One-family house detached",2,60,"Railroad"
"20743",4e+05,"One-family house detached",2,10,"Car, truck, or van"
"20744",3e+05,"2 Apartments",3,12,"Car, truck, or van"
"20745",3e+05,"2 Apartments",3,45,"Car, truck, or van"
"20746",2e+06,"One-family house detached",4,45,"Car, truck, or van"
"20747",5e+05,"One-family house detached",4,35,"Car, truck, or van"
"20748",5e+05,"One-family house detached",4,45,"Car, truck, or van"
"20749",280000,"One-family house detached",3,25,"Car, truck, or van"
"20750",150000,"One-family house attached",2,45,"Car, truck, or van"
"20751",750000,"One-family house detached",5,60,"Railroad"
"20752",2e+05,"One-family house detached",2,10,"Car, truck, or van"
"20753",2e+05,"One-family house detached",2,10,"Car, truck, or van"
"20754",2e+05,"One-family house detached",2,30,"Car, truck, or van"
"20755",450000,"One-family house detached",3,15,"Car, truck, or van"
"20756",450000,"One-family house detached",3,45,"Car, truck, or van"
"20757",5e+05,"One-family house detached",4,10,"Car, truck, or van"
"20758",5e+05,"One-family house detached",4,10,"Car, truck, or van"
"20759",1850000,"One-family house detached",3,15,"Car, truck, or van"
"20760",1850000,"One-family house detached",3,7,"Car, truck, or van"
"20761",4441000,"One-family house detached",4,45,"Car, truck, or van"
"20762",90000,"2 Apartments",3,30,"Bus or trolley bus"
"20763",90000,"2 Apartments",3,35,"Car, truck, or van"
"20764",90000,"2 Apartments",3,5,"Walked"
"20765",5e+05,"One-family house detached",4,2,"Car, truck, or van"
"20766",5e+05,"One-family house detached",4,2,"Car, truck, or van"
"20767",560000,"One-family house detached",4,30,"Car, truck, or van"
"20768",560000,"One-family house detached",4,35,"Car, truck, or van"
"20769",290000,"One-family house detached",2,45,"Car, truck, or van"
"20770",290000,"One-family house detached",2,40,"Car, truck, or van"
"20771",435000,"One-family house detached",5,30,"Car, truck, or van"
"20772",435000,"One-family house detached",5,13,"Car, truck, or van"
"20773",435000,"One-family house detached",5,13,"Car, truck, or van"
"20774",435000,"One-family house detached",5,13,"Car, truck, or van"
"20775",2e+05,"One-family house detached",3,40,"Car, truck, or van"
"20776",2e+05,"One-family house detached",3,30,"Car, truck, or van"
"20777",325000,"One-family house detached",3,30,"Car, truck, or van"
"20778",325000,"One-family house detached",3,17,"Car, truck, or van"
"20779",260000,"One-family house detached",3,35,"Car, truck, or van"
"20780",2e+05,"One-family house detached",3,50,"Car, truck, or van"
"20781",435000,"One-family house detached",4,40,"Car, truck, or van"
"20782",4e+05,"2 Apartments",2,15,"Car, truck, or van"
"20783",4e+05,"2 Apartments",2,35,"Car, truck, or van"
"20784",650000,"One-family house detached",2,45,"Bus or trolley bus"
"20785",650000,"One-family house detached",2,30,"Taxicab"
"20786",220000,"One-family house detached",4,15,"Car, truck, or van"
"20787",3e+05,"One-family house detached",4,50,"Car, truck, or van"
"20788",3e+05,"One-family house attached",4,30,"Car, truck, or van"
"20789",325000,"One-family house detached",3,25,"Car, truck, or van"
"20790",325000,"One-family house detached",3,45,"Car, truck, or van"
"20791",250000,"One-family house detached",3,5,"Taxicab"
"20792",250000,"One-family house detached",3,30,"Car, truck, or van"
"20793",850000,"One-family house detached",5,20,"Car, truck, or van"
"20794",850000,"One-family house detached",5,25,"Car, truck, or van"
"20795",535000,"One-family house detached",4,22,"Car, truck, or van"
"20796",535000,"One-family house detached",4,5,"Car, truck, or van"
"20797",9e+05,"One-family house detached",3,80,"Railroad"
"20798",650000,"3-4 Apartments",1,30,"Subway or elevated"
"20799",795000,"One-family house detached",3,10,"Car, truck, or van"
"20800",795000,"One-family house detached",3,30,"Car, truck, or van"
"20801",795000,"One-family house detached",3,20,"Car, truck, or van"
"20802",795000,"One-family house detached",3,60,"Car, truck, or van"
"20803",2e+05,"One-family house detached",3,5,"Car, truck, or van"
"20804",250000,"3-4 Apartments",2,35,"Car, truck, or van"
"20805",250000,"3-4 Apartments",2,10,"Car, truck, or van"
"20806",220000,"20-49 Apartments",0,20,"Car, truck, or van"
"20807",8e+05,"One-family house attached",2,35,"Car, truck, or van"
"20808",8e+05,"One-family house attached",2,30,"Car, truck, or van"
"20809",175000,"One-family house detached",2,25,"Car, truck, or van"
"20810",8e+05,"2 Apartments",3,45,"Subway or elevated"
"20811",8e+05,"2 Apartments",3,30,"Subway or elevated"
"20812",5e+05,"One-family house detached",3,4,"Other method"
"20813",5e+05,"One-family house detached",3,15,"Car, truck, or van"
"20814",260000,"One-family house detached",2,20,"Car, truck, or van"
"20815",260000,"One-family house detached",2,25,"Car, truck, or van"
"20816",5e+05,"One-family house detached",2,40,"Car, truck, or van"
"20817",5e+05,"One-family house detached",2,60,"Car, truck, or van"
